Ticker,Month,AvgDailyReturn
GOOGL,2021-09,-0.0036939054196937003
GOOGL,2025-03,-0.004287425962537215
GOOGL,2023-02,-0.004398838679253473
GOOGL,2020-09,-0.0047924105987164475
GOOGL,2020-03,-0.0050636962497107385
GOOGL,2022-09,-0.005675799676238584
GOOGL,2022-12,-0.0062686904257433585
GOOGL,2025-02,-0.00924658439836619
GOOGL,2022-04,-0.00955510335480877
META,2024-02,0.01253307710371342
META,2022-11,0.01200281070606309
META,2023-01,0.010921177485152134
META,2020-04,0.010332369708670358
META,2023-02,0.00990693114218899
META,2023-03,0.008685284672584462
META,2025-01,0.00833022504642777
META,2025-05,0.00815362567545318
META,2020-08,0.007264059157386535
META,2023-04,0.007157817149784666
META,2025-06,0.006740792693443543
META,2021-03,0.006093067920191182
META,2023-07,0.005487688581034373
META,2020-07,0.005317859603735557
META,2020-05,0.004912730366560947
META,2021-04,0.004911394540997623
META,2024-09,0.0048384999079380655
META,2024-01,0.004754649042258366
META,2023-05,0.004482624613638106
META,2024-08,0.0044456354411545555
META,2024-06,0.00422858500245048
META,2023-12,0.004046140028190088
META,2023-11,0.004024459121843597
META,2023-06,0.004001198249229583
META,2024-05,0.0038180447262032543
META,2021-08,0.002920243633432755
META,2020-11,0.002879621240923419
META,2022-03,0.0027274387526745893
META,2021-06,0.0026567145780291845
META,2025-07,0.0024589058426614466
META,2021-12,0.001832176807349408
META,2022-08,0.001369830843541007
META,2021-07,0.0013233880229000278
META,2022-12,0.0012875918526300493
META,2024-12,0.0011212263501329824
META,2025-12,0.0009663466014682658
META,2023-09,0.0008490547361056644
META,2020-06,0.0007728659518983998
META,2021-05,0.0007011547144098352
META,2024-11,0.0006986359786397056
META,2020-10,0.0006338671363416451
META,2023-10,0.00038580419339866043
META,2021-11,0.0002982338398585659
META,2025-11,0.00012459720517103042
META,2022-07,2.719611718712822e-05
META,2021-02,-3.642239463522303e-05
META,2025-09,-0.00018891218199514257
META,2024-10,-0.0002449853931617852
META,2024-03,-0.00027922618387222207
META,2020-12,-0.0005156038499623539
META,2022-05,-0.000990265546873891
META,2025-04,-0.0012635480089900103
META,2025-02,-0.0015158639608341407
META,2020-01,-0.0017200033661776525
META,2021-10,-0.0020322443100777364
META,2025-08,-0.002046945452366288
META,2020-02,-0.0023302716224825313
META,2024-07,-0.0023610596755551157
META,2021-01,-0.0026669156146333917
META,2023-08,-0.0030589299160702294
META,2022-01,-0.0032941872568034826
META,2022-04,-0.0040040894918617394
META,2020-03,-0.004811509796721019
META,2025-10,-0.0049965549887994445
META,2024-04,-0.0050821030340691305
META,2020-09,-0.005127795784071732
META,2021-09,-0.005173262110385533
META,2025-03,-0.006632899763193219
META,2022-06,-0.007977232835469446
META,2022-09,-0.008235627142178
META,2022-10,-0.015713077483738742
META,2022-02,-0.018195912566262056
MSFT,2021-10,0.007848971645643814
MSFT,2025-05,0.0075353284699131535
MSFT,2020-04,0.006494408760595879
MSFT,2023-03,0.006443163043396007
MSFT,2023-11,0.005602487930993193
MSFT,2022-11,0.0050236210079162335
MSFT,2020-06,0.004963645414866219
MSFT,2020-08,0.0048451392395714955
MSFT,2022-07,0.004691348793032085
MSFT,2024-06,0.0039276445137123965
MSFT,2025-06,0.0038975998396396537
MSFT,2021-06,0.00375096353214382
MSFT,2023-04,0.0035875190176644675
MSFT,2021-04,0.0032949619875706692
MSFT,2023-10,0.0032416406795543677
MSFT,2025-07,0.0032412627928859916
MSFT,2023-05,0.0032032098637662654
MSFT,2020-11,0.003091348231979052
MSFT,2024-05,0.003069126722184487
MSFT,2020-01,0.0029892466179873233
MSFT,2025-04,0.0028642344502961283
MSFT,2021-08,0.0027613731711657696
MSFT,2024-01,0.0027120536481283685
MSFT,2021-07,0.0024423392036987137
MSFT,2021-01,0.0023699720515126866
MSFT,2024-11,0.0022301020991966404
MSFT,2024-02,0.0021492844637706677
MSFT,2023-06,0.0018444438906951102
MSFT,2023-01,0.0018408806522213828
MSFT,2020-12,0.001790294294601485
MSFT,2024-09,0.001617609777471446
MSFT,2022-03,0.0015730407040837396
MSFT,2020-05,0.0013375086193748997
MSFT,2025-09,0.001095148039114908
MSFT,2020-03,0.001082226856766995
MSFT,2024-03,0.0009356369661857933
MSFT,2021-12,0.0009202959161045157
MSFT,2021-03,0.0007594565887817131
MSFT,2023-02,0.0006864378253683339
MSFT,2020-07,0.0004974256206563605
MSFT,2021-02,0.0002994986378322085
MSFT,2022-10,0.00029655590562827603
MSFT,2025-10,5.381016977773731e-05
MSFT,2024-08,2.2521755166578355e-05
MSFT,2021-11,-4.947331571927177e-06
MSFT,2024-12,-0.00014599241784923623
MSFT,2021-05,-0.00029050073520636157
MSFT,2023-12,-0.0003396282862905997
MSFT,2023-07,-0.000529048624838696
MSFT,2025-01,-0.0005559209745859828
MSFT,2022-05,-0.000582822659917725
MSFT,2025-12,-0.000723847492933315
MSFT,2023-08,-0.000919895828841357
MSFT,2020-10,-0.0015464586171015447
MSFT,2022-02,-0.001758880634816726
MSFT,2023-09,-0.0017956986624879379
MSFT,2020-02,-0.0021225342542683613
MSFT,2025-02,-0.002188411412623171
MSFT,2025-08,-0.0023256560197416356
MSFT,2024-10,-0.002366420740691319
MSFT,2022-06,-0.002458939552794568
MSFT,2025-11,-0.002502758668627568
MSFT,2025-03,-0.0025373485601413066
MSFT,2022-12,-0.0028169877536971984
MSFT,2022-08,-0.002888657372556599
MSFT,2024-07,-0.0028975015600148217
MSFT,2020-09,-0.0029885971413013755
MSFT,2021-09,-0.0031843879807141712
MSFT,2024-04,-0.0034281032146239302
MSFT,2022-01,-0.0037260447463647985
MSFT,2022-04,-0.004939873688382307
MSFT,2022-09,-0.005348331138156777
NVDA,2023-05,0.015584283094708233
NVDA,2023-01,0.015197742633555455
NVDA,2024-02,0.013469716926225218
NVDA,2021-11,0.012497107185705894
NVDA,2022-11,0.011770411614402917
NVDA,2024-05,0.011359597097174844
NVDA,2020-08,0.011342254603819065
NVDA,2024-01,0.010599301075160928
NVDA,2025-05,0.010589431097079952
NVDA,2021-10,0.010325660624546344
NVDA,2020-05,0.010123728975383411
NVDA,2023-02,0.010059471617984227
NVDA,2021-06,0.009671888712318938
NVDA,2022-07,0.009595972839843703
NVDA,2023-03,0.008074485037254879
NVDA,2025-06,0.007960079005420733
NVDA,2020-02,0.007848692841658877
NVDA,2024-03,0.007103524989854443
NVDA,2024-06,0.006844341185176587
NVDA,2023-11,0.006721839583173247
NVDA,2021-08,0.00654347680837224
NVDA,2021-04,0.005920446184032487
NVDA,2020-04,0.005849198059780654
NVDA,2022-03,0.005824835707473497
NVDA,2022-10,0.005722656413175676
NVDA,2023-06,0.00565559678208546
NVDA,2025-07,0.0055334348487388
NVDA,2020-07,0.005273148687297154
NVDA,2023-07,0.005168104800865186
NVDA,2021-05,0.0042749309131765115
NVDA,2024-10,0.004188943790222079
NVDA,2020-11,0.0038200938656837214
NVDA,2025-10,0.003811549919901412
NVDA,2025-09,0.0034809813304066245
NVDA,2020-06,0.003380843005883962
NVDA,2021-02,0.0033692189246396585
NVDA,2023-12,0.0030090087633131814
NVDA,2023-08,0.0028742239651593795
NVDA,2025-02,0.0026472963682702775
NVDA,2025-12,0.0025488046791820596
NVDA,2024-11,0.002311579322784474
NVDA,2020-03,0.0021092216170678964
NVDA,2025-04,0.0017383531793932034
NVDA,2024-08,0.0017256312823165643
NVDA,2022-05,0.0015505221343133078
NVDA,2024-09,0.001489729711874943
NVDA,2020-09,0.001331936194071179
NVDA,2022-02,0.0007297596973570838
NVDA,2023-04,0.0001045565573277437
NVDA,2021-01,9.679795427089557e-05
NVDA,2020-01,-0.0005608934474801375
NVDA,2021-03,-0.000629435938628317
NVDA,2025-08,-0.0008701310846754904
NVDA,2021-07,-0.000978958431371561
NVDA,2020-12,-0.001102595635974777
NVDA,2024-12,-0.0011718245980535233
NVDA,2024-04,-0.0013985256390197703
NVDA,2024-07,-0.0015115531882196054
NVDA,2023-10,-0.0026174387864307106
NVDA,2020-10,-0.0031587944290160097
NVDA,2021-09,-0.00351564305405983
NVDA,2021-12,-0.0040225102812111195
NVDA,2025-01,-0.004133331735310214
NVDA,2025-03,-0.006068019650544969
NVDA,2023-09,-0.006154143223210151
NVDA,2022-12,-0.006406773849948324
NVDA,2025-11,-0.00670759390198056
NVDA,2022-08,-0.007372186438583419
NVDA,2022-01,-0.008540067519205852
NVDA,2022-06,-0.009116269299966683
NVDA,2022-09,-0.009760863359885453
NVDA,2022-04,-0.01840381811125571
SPY,2020-04,0.006014764250285666
SPY,2020-11,0.005225766996502334
SPY,2022-07,0.004483066834921873
SPY,2023-11,0.004194596133442535
SPY,2022-10,0.003874282969434484
SPY,2021-10,0.003256666031413983
SPY,2020-08,0.003230590093098435
SPY,2023-01,0.0031058555790085263
SPY,2023-06,0.003015117865967463
SPY,2025-05,0.002960440620993855
SPY,2024-11,0.0029268068820989647
SPY,2022-11,0.0027245068191181724
SPY,2020-07,0.0026366584797358054
SPY,2024-02,0.0025744337804583127
SPY,2025-06,0.0025272389146144157
SPY,2021-04,0.0024789256138036003
SPY,2020-05,0.0024246392048690667
SPY,2024-05,0.002262370988539017
SPY,2023-12,0.0022516305657856563
SPY,2021-12,0.0021112162768394368
SPY,2021-03,0.0019826352651402365
SPY,2024-06,0.0018341638021106027
SPY,2022-03,0.0017090683722205558
SPY,2025-09,0.0016778187911937748
SPY,2020-12,0.001669005693232291
SPY,2023-03,0.0016466916649641992
SPY,2024-03,0.0016280596007560654
SPY,2023-07,0.0016237535746994269
SPY,2021-02,0.001483394828420847
SPY,2025-01,0.0013626279667510622
SPY,2021-08,0.0013469003042638206
SPY,2021-07,0.001173559282850049
SPY,2024-08,0.0011198108384958322
SPY,2024-09,0.001075029580051623
SPY,2025-10,0.0010606432427800485
SPY,2025-07,0.0010436872183423645
SPY,2021-06,0.0010226295241800196
SPY,2025-08,0.000994749571489045
SPY,2020-06,0.0009589297520960191
SPY,2023-04,0.0008617021190840255
SPY,2024-01,0.0007762909611825643
SPY,2024-07,0.0005864191464148647
SPY,2021-05,0.000364529484305931
SPY,2022-05,0.0002933138957205626
SPY,2023-05,0.0002402356140366526
SPY,2025-11,0.00014687543395911087
SPY,2025-04,9.951995522267903e-05
SPY,2025-12,5.0490472791027546e-05
SPY,2021-11,-0.0003528443251711522
SPY,2024-10,-0.0003660850798097159
SPY,2020-01,-0.0004582555553886036
SPY,2021-01,-0.00048623004426084915
SPY,2025-02,-0.0006397306928218313
SPY,2023-08,-0.000683409635292632
SPY,2023-10,-0.0009600416053153659
SPY,2020-10,-0.0010680847162800146
SPY,2024-12,-0.0011199654448423699
SPY,2023-02,-0.0012937051598609596
SPY,2022-02,-0.0014808116929157073
SPY,2020-09,-0.0017018025449621055
SPY,2022-08,-0.0017384957603486168
SPY,2024-04,-0.001835984797304523
SPY,2021-09,-0.0022392005684280687
SPY,2023-09,-0.002404318125904159
SPY,2022-01,-0.00263981702980009
SPY,2025-03,-0.002645106097057582
SPY,2022-12,-0.0027610962743863654
SPY,2022-06,-0.00392237129314972
SPY,2020-02,-0.004212213220164798
SPY,2022-04,-0.00446443645815075
SPY,2022-09,-0.004499417080313164
SPY,2020-03,-0.00450947666719568
