CLIENT_ID,LIMIT_BAL,LimitBand,AGE,AgeGroup,SexLabel,EducationLabel,MarriageLabel,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,AvgBillAmount,AvgPaymentAmount,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,AvgRepaymentStatus,RepaymentTrend,BillUtilization,LatestUtilization,PaymentToBillRatio,RecentPaymentToBillRatio,DEFAULT,PredictedDefaultProbability,RiskBand,BestF1ThresholdFlag
77,50000,<=50K,25,25-34,Male,High School,Single,-1,0,0,0,0,0,24234.333333333332,1059.6666666666667,0,0,0,-0.16666666666666666,-1,0.48468666666666665,0.85676,0.04372554278679844,0.03321538342330242,0,0.3753213582683495,Medium,0
78,300000,200K-300K,45,45-54,Female,Graduate School,Married,-1,-1,-1,-1,-1,-1,291.0,291.0,0,0,-1,-1.0,0,0.00097,0.00097,0.9994275901545506,0.9988558352402745,0,0.46052780885390293,Medium,0
79,30000,<=50K,22,18-24,Female,University,Single,0,0,0,0,0,0,24864.333333333332,1401.8333333333333,0,0,0,0.0,0,0.828811111111111,0.9462333333333334,0.05637890700932387,0.04127889862554627,1,0.41984361140191306,Medium,0
80,240000,200K-300K,44,35-44,Female,University,Single,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,1,0.700894114373442,High,1
81,470000,300K-500K,33,25-34,Female,High School,Other,0,0,0,0,0,0,102470.5,3654.3333333333335,0,0,0,0.0,0,0.21802234042553192,0.35160425531914896,0.035662238299090473,0.034928078955657436,0,0.16176835359345731,Low,0
82,360000,300K-500K,26,25-34,Female,Graduate School,Single,0,0,0,0,0,-1,49150.5,26892.5,0,0,0,-0.16666666666666666,1,0.13652916666666667,0.06503055555555555,0.5471441553861596,0.13841780217625724,0,0.139713410501767,Low,0
83,60000,50K-100K,30,25-34,Male,High School,Single,0,0,0,0,0,0,23927.666666666668,890.8333333333334,0,0,0,0.0,0,0.39879444444444445,0.4387333333333333,0.0372300041095795,0.04196376245360422,1,0.36525981593302576,Medium,0
84,400000,300K-500K,44,35-44,Female,University,Married,0,0,2,0,0,0,116825.33333333333,3792.1666666666665,1,1,2,0.3333333333333333,0,0.29206333333333334,0.3289875,0.03246009361540645,0.034600918296748225,0,0.3789103144406781,Medium,0
85,50000,<=50K,49,45-54,Female,High School,Single,0,0,0,0,0,0,29583.166666666668,1008.6666666666666,0,0,0,0.0,0,0.5916633333333333,0.97818,0.03409577464788732,0.031100438010519017,0,0.37335263980736016,Medium,0
86,160000,100K-200K,33,25-34,Male,University,Single,0,0,0,0,0,0,111168.83333333333,16957.833333333332,0,0,0,0.0,0,0.6948052083333333,0.812675,0.15254102612538867,0.283909726862747,0,0.19389580990598257,Low,0
87,360000,300K-500K,45,45-54,Female,Graduate School,Married,-1,-1,2,0,-1,-1,585.0,390.0,1,1,2,-0.3333333333333333,0,0.001625,0.0010833333333333333,0.6664767872401025,0.4997864160615122,1,0.5979977648517679,High,1
88,160000,100K-200K,32,25-34,Female,University,Single,0,0,0,0,0,-1,5270.5,1369.3333333333333,0,0,0,-0.16666666666666666,1,0.032940625,0.0239125,0.2598026815077157,0.3390198919773416,0,0.31002898297274856,Medium,0
89,130000,100K-200K,35,35-44,Female,Graduate School,Married,0,0,0,-1,-1,-1,37755.666666666664,9450.833333333334,0,0,0,-0.5,1,0.2904282051282051,0.6254846153846154,0.2503145209349549,0.21358104370274755,0,0.16787055442881774,Low,0
90,20000,<=50K,44,35-44,Male,High School,Single,2,2,0,0,0,2,10218.166666666666,1025.1666666666667,3,3,2,1.0,0,0.5109083333333333,0.42915,0.10032621105855488,0.09989449091868265,0,0.882430188300471,High,1
91,200000,100K-200K,53,45-54,Male,Graduate School,Married,2,2,2,2,2,2,143694.5,5466.666666666667,6,6,2,2.0,0,0.7184725,0.6909,0.03804362954783754,0.04105216947664416,1,0.8977187535095783,High,1
92,280000,200K-300K,39,35-44,Female,Graduate School,Single,-1,-1,-1,0,0,-2,2560.0,661.3333333333334,0,0,0,-0.8333333333333334,1,0.009142857142857144,0.02687142857142857,0.2583165158518326,0.34525363264595843,0,0.33196950888757953,Medium,0
93,100000,50K-100K,27,25-34,Female,Graduate School,Single,-2,-2,-2,-2,-2,-2,592.5,1259.1666666666667,0,0,-2,-2.0,0,0.005925,-0.02,2.124578177727784,2.124578177727784,0,0.3403040911940282,Medium,0
94,160000,100K-200K,37,35-44,Female,University,Married,-1,-1,-1,-1,-1,-2,693.6666666666666,1836.3333333333333,0,0,-1,-1.1666666666666667,1,0.004335416666666666,0.0055,2.646649051165025,0.9876617514294312,0,0.41216339991631284,Medium,0
95,60000,50K-100K,23,18-24,Female,University,Single,0,0,0,0,0,0,32973.166666666664,1043.5,0,0,0,0.0,0,0.5495527777777778,0.7608,0.03164678528103518,0.028057517911719024,0,0.3782866659509271,Medium,0
96,90000,50K-100K,35,35-44,Male,University,Single,0,0,0,0,0,0,59119.333333333336,1959.3333333333333,0,0,0,0.0,0,0.6568814814814815,0.9302777777777778,0.0331419131307493,0.03262554638173871,0,0.32907966272567185,Medium,0
97,360000,300K-500K,43,35-44,Male,Graduate School,Married,-1,-1,-1,-1,-1,0,9743.333333333334,20102.166666666668,0,0,0,-0.8333333333333334,-1,0.027064814814814816,0.011019444444444445,2.0631361078325723,1.5707090028054067,0,0.18985878476443513,Low,0
98,150000,100K-200K,27,25-34,Male,Graduate School,Single,0,0,0,0,0,0,79901.83333333333,3973.5,0,0,0,0.0,0,0.5326788888888888,0.5733933333333333,0.04972966884433431,0.0662635376296319,0,0.17535045532227347,Low,0
99,50000,<=50K,22,18-24,Female,High School,Married,0,0,0,0,0,0,13965.666666666666,630.5,0,0,0,0.0,0,0.2793133333333333,0.37444,0.04514589175965153,0.05538233110616184,0,0.30121344740307227,Medium,0
100,20000,<=50K,38,35-44,Male,University,Married,0,0,0,0,0,-1,15536.166666666666,947.5,0,0,0,-0.16666666666666666,1,0.7768083333333333,0.89865,0.060986075650625415,0.06652021089630931,1,0.42943520458500317,Medium,0
101,140000,100K-200K,32,25-34,Male,Graduate School,Single,-2,-2,-2,-2,-2,-2,2279.8333333333335,2167.8333333333335,0,0,-2,-2.0,0,0.01628452380952381,0.0048,0.9508040935672515,0.978014486578611,0,0.3564152282708617,Medium,0
102,380000,300K-500K,30,25-34,Female,Graduate School,Single,-2,-2,-1,0,0,0,22100.333333333332,7003.166666666667,0,0,0,-0.8333333333333334,-2,0.058158771929824556,-0.0002131578947368421,0.31687820034237535,1.0772778262495326,0,0.2778563948609834,Medium,0
103,480000,300K-500K,63,55-64,Male,Graduate School,Married,0,0,0,2,2,0,460169.1666666667,21828.5,2,2,2,0.6666666666666666,0,0.9586857638888889,0.8793104166666666,0.047435798995732005,0.06660269318840015,0,0.3978639262720747,Medium,0
104,50000,<=50K,22,18-24,Female,High School,Single,0,0,0,0,0,0,34227.666666666664,1145.0,0,0,0,0.0,0,0.6845533333333332,0.89396,0.03345230733272629,0.03296887470071828,1,0.3795396369042978,Medium,0
105,60000,50K-100K,26,25-34,Female,University,Single,2,2,2,2,2,0,57006.333333333336,2252.8333333333335,5,5,2,1.6666666666666667,2,0.9501055555555556,0.94475,0.03951888527331678,0.043906260047115495,0,0.8354209349087215,High,1
106,70000,50K-100K,24,18-24,Female,University,Single,-1,-1,-2,-2,-2,-1,5351.5,4754.833333333333,0,0,-1,-1.5,0,0.07645,0.07971428571428571,0.8884771099345998,0.0,0,0.28662427181703615,Medium,0
107,80000,50K-100K,36,35-44,Female,University,Married,-1,-1,-1,-1,-1,-1,2977.5,2132.3333333333335,0,0,-1,-1.0,0,0.03721875,0.07635,0.716108810030225,0.7723524128357965,0,0.31577272007935786,Medium,0
108,350000,300K-500K,52,45-54,Male,Graduate School,Single,-1,-1,-1,-1,-1,-1,1831.1666666666667,2547.5,0,0,-1,-1.0,0,0.005231904761904762,0.002037142857142857,1.391062977793957,1.0412621359223302,0,0.3325758309836019,Medium,0
109,130000,100K-200K,38,35-44,Male,University,Single,0,0,0,-1,-1,-1,113489.66666666667,47961.333333333336,0,0,0,-0.5,1,0.872997435897436,1.3187538461538462,0.42260466796585305,0.3709067864665782,0,0.3320920909108748,Medium,0
110,360000,300K-500K,35,35-44,Male,University,Married,1,-2,-2,-2,-2,-2,-103.0,0.0,1,0,1,-1.5,3,-0.0002861111111111111,-0.0002861111111111111,0.0,0.0,0,0.5923114755781488,High,1
111,330000,300K-500K,31,25-34,Female,Graduate School,Married,0,0,2,0,0,0,106596.66666666667,5457.833333333333,1,1,2,0.3333333333333333,0,0.32302020202020204,0.32084545454545454,0.05120070796349485,0.040177552710961066,0,0.38436260904976677,Medium,0
112,50000,<=50K,47,45-54,Male,High School,Married,0,0,2,0,0,0,15523.166666666666,1166.6666666666667,1,1,2,0.3333333333333333,0,0.3104633333333333,0.26488,0.0751556796220743,0.09270418095856123,0,0.5882261788168387,High,1
113,280000,200K-300K,41,35-44,Male,University,Married,2,2,2,2,2,3,142501.33333333334,6767.333333333333,6,6,3,2.1666666666666665,-1,0.5089333333333333,0.48454642857142854,0.04748955858944175,0.050740919126006374,0,0.8273612158410871,High,1
114,100000,50K-100K,24,18-24,Female,Graduate School,Single,0,0,0,0,0,0,55864.333333333336,2977.6666666666665,0,0,0,0.0,0,0.5586433333333334,0.52128,0.05330158985879524,0.04866978869791209,0,0.18920048387236757,Low,0
115,50000,<=50K,41,35-44,Male,University,Single,0,0,0,0,0,0,19851.666666666668,911.8333333333334,0,0,0,0.0,0,0.39703333333333335,0.3803,0.04593194583203902,0.05711212416124571,0,0.3083987672031562,Medium,0
